marca;preço
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i5-10210U, NVIDIA GeForce MX330, 8GB, SSD 256GB, Windows 11, 15.6, Prata - 82BS000KBR;R$ 4.299,99
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i5-10210U, 8GB, SSD 256GB, Windows 11, 15.6, Prata - 82BS000GBR;R$ 3.999,99
Notebook Lenovo IdeaPad 3i Intel Celeron N4020 Dual Core, 4GB, SSD 128GB, Windows 11, 15.6, Prata - 82BU0006BR;R$ 1.699,99
Notebook Lenovo IdeaPad 3i Intel Celeron N4020 Dual Core, 4GB, HD 500GB, Linux, 15.6, Prata - 82BUS00000;R$ 1.799,99
Notebook Samsung Galaxy Book2 360 Intel Core i5-1235U, 8GB RAM, SSD 256GB, 13.3 FHD AMOLED, Iris Xe, Touch, Windows 11, Prata - NP730QED-KF4BR;R$ 5.499,99
Notebook Samsung Galaxy Book2 Intel Core i5-1235U, 8GB RAM, SSD 512GB, 15.6 Full HD, Iris Xe Graphic, Windows 11, Grafite - NP550XED-KF3BR;R$ 5.599,99
Notebook Samsung Book, Intel Core i3-1115G4, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11, Cinza Chumbo - NP550XDA-KV4BR;R$ 3.299,99
Notebook VAIO FE15 Intel Core i7-1255U, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11 Home SL, Cinza - VJFE54F11X-B1711H;R$ 4.299,99
Notebook 2 em 1 Positivo Celeron Dual Core N4020, 4GB RAM, EMMC 128GB, 11.6 Full HD, IPS, Touchscreen, Windows 11 Pro Entry, Cinza - C4128B;R$ 1.349,99
"Notebook Lenovo Ideapad 3i, Intel Core I3-10110U, UHD Graphics, 4GB RAM, HD 1TB, 15.6"" HD, Windows 10 Home, Prata - 82BS0002BR";R$ 2.417,07
Notebook Positivo Motion Gray Intel Celeron Dual-core, 8GB RAM, SSD 240GB, 15.6 LED,  Linux - Cinza;R$ 1.529,10
Notebook Positivo Motion Gray, Intel Celeron N4020, 4GB, 128GB EMMC, Tela 15.6 HD, Windows 11 - C4128g-15;R$ 1.580,07
Bateria Powertek, 12v, 18ah, En017;R$ 218,66
Fonte Carregador Dell La65ns2-01 65w Pa-1650-02pb W8nw3 65w.;R$ 69,90
Notebook Asus Intel Core I5 8gb Ssd 256gb Tela 15.6 Endless OS - X515ja-ej1792;R$ 2.789,07
Notebook Acer Aspire 5, Intel Core I7, Memória RAM 8GB, SSD 512GB, 14 Polegadas Full HD, Intel Iris XE Graphics, Windows 11 Home - A514-54-789C;R$ 5.999,00
Cabo de Segurança com Chave C3TECH CS - 30;R$ 25,43
Fonte Carregador 19.5V, Para Notebook Dell Inspiron 13, 14, 15, 3000, 5000, 7000, 11, 3000, 3.34A, 65W, 4.5x3.0;R$ 142,99
Fonte Carregador REPLACEMENT Para Lenovo Thinkpad Edge S431 20v 4.5a 668;R$ 108,74
Notebook Samsung Chromebook, Intel Celeron N4020, 4GB, 32GB, 11.6 Polegadas HD LED - XE310XBA-KT3BR;R$ 1.499,90
"Notebook Lenovo Ideapad 3i Celeron, 15.6"", 4GB, 128GB SSD, Windows 11, Prata -  82bu0008br";R$ 1.846,16
"Notebook Lenovo V14 I5-1135g7 16Gb, 256Gb, Ssd W11 Pro Mx 350, 2Gb, 14"", Preto - Fhd 82nm0015br";R$ 4.139,08
Notebook Lenovo Ideapad - Tela 15.6'' Full HD, Ryzen 5 5500u, 12GB, SSD 256GB, Linux - 82mfs00000;R$ 3.432,43
"Notebook Samsung Book 15.6"" Full HD, Intel Core i3, 11a Geração, 1115G4 4.1Ghz, 4GB, DDR4 256GB, Linux - NP550XDZ-KV6BR";R$ 2.699,90
Cabo Adaptador Mini Displayport X HDMI, Cable, Cabo Conversor Vídeo, P/ Mac;R$ 24,58
Notebook Gamer Dell G15 AMD Ryzen 5 8GB;R$ 5.393,07
Notebook Asus Vivobook 15, Intel Core I3 1115g4 3GHz, 8GB RAM, SSD 512GB W11 Home, Tela 15,6 Led FHD, Intel Iris Xe Prata Metálico - X1500ea-ej3667w;R$ 2.649,57
Notebook Positivo Motion Q4128c Intel Atom Quad-core 4 GB RAM, 14.1 Polegadas, Windows 10 Home, Vermelho - Inclui Microsoft 365;R$ 1.079,10
Notebook Lenovo V14, i5-1135G7 8GB 256GB SSD, 14 Polegadas FHD (1366x768) antirreflexo, Linux, Preto - 82NMS00100;R$ 3.399,00
Notebook Compaq Presario 452, Intel Core I5, 8GB, 1TB, 14 Polegadas LED HD, Linux, Cinza;R$ 2.496,50
Carregador De Notebook Altomex Adaptador Universal Fonte Até 24v;R$ 52,80
Fonte Dell 19.5V, Para Notebook 3.34A 65W, 4.5mm, 3.0mm - BB20-DE19-T6;R$ 92,99
Carregador Notebook Acer Aspire 4310 4540 4553 4736z 65w;R$ 85,40
Fonte Carregador Notebook Acer Aspire 5538 19v 3.42a 65w;R$ 85,40
Capa Xtrad Para Notebook 15.6 Polegadas Em Neoprene E Ziper, Preto;R$ 49,40
Notebook Compaq Presario Cq-29 Intel I5 5257u, 8GB RAM DDR3, SSD 480GB, Tela 15.6 Full HD, Windows 10 Home, Preto;R$ 2.789,07
Macbook Pro Apple M2,  Mneh3ll 2022 De 13.3 M2, 8GB, SSD 256GB - Space Gray;R$ 10.799,10
Notebook Gamer Acer Nitro,  I7-11800H, 8GB RAM, Geforce GTX1650, SSD 512GB, Windows 11 - An515-57-740k;R$ 4.799,80
Bateria Compatível Com Notebook Lenovo Ideapad 320 330 S145 -  L16L2PB2;R$ 385,00
Fonte Mbtech Universal De Note, 24V, 500mV, Bivolt - Mb84100;R$ 61,75
Capa Para Notebook Reliza, 15.6, Em Neoprene E Ziper, Preto;R$ 46,70
"Notebook Lenovo S145, Tela 15.6"", Ryzen 5, 8GB, SSD 256GB, Radeon RX Vega 8, Windows 10 - 81v70008br";R$ 2.882,07
Notebook HP 250 G8 I3-1005g1, 128GB, SSD 4GB, Tela 15.6 polegadas HD, Windows 10 Pro, Prata - 4n0z7laak4;R$ 2.649,00
"Apple Macbook Pro 13"" (M2 Da Apple, Com 8 CPU, 10 GPU, 8GB RAM, 256GB SSD) - Cinza-espacial";R$ 9.499,99
"PC Gamer Completo Fácil AMD Ryzen 5, 5600g, 3.9ghz, Radeon Vega 7, 16GB DDR4, SSD 960GB, Fonte 500w - Monitor 19"" Kit Gamer";R$ 3.407,53
Suporte De Notebook Bright Dobrável Com 10 Posições De Ajustes Preto - Bc003;R$ 44,99
Notebook Acer Aspire 3 Intel Core i3 8GB 512GB SSD;R$ 2.789,07
Notebook Acer, Intel Celeron N4500, 4GB, 128GB, 14 Polegadas Full HD, Windows 11 Pro, Prata - A314-35-C1W1;R$ 1.709,10
USADO: Notebook Lenovo Ideapad 330-15ikb, Intel Core I3-7020u, 4GB RAM, 1TB, Tela 15.6 Polegadas, Windows 10;R$ 1.704,00
Notebook Dell Inspiron 15 3000 Intel Core i7 8GB;R$ 3.998,07
Notebook Positivo Motion, Intel Atom Quad Core Z8350, RAM 4GB, SSD 64GB, 14pol. 1366x768, Intel Graphics, Windows 10, Vermelho - Q4128C;R$ 1.115,07
"Notebook Positivo Motion Red Q464c-o, Intel Atom Quad Core, Windows 10, 14.1"", Vermelho, Inclui Microsoft 365";R$ 1.034,10
Notebook Lenovo IdeaPad 3i, Intel Celeron N4020 Dual Core, 4GB, SSD 128GB, Windows 11, 15.6, Prata - 82BU0006BR;R$ 1.771,90
Macbook Apple Air, M1, 8GB RAM, SSD 256GB, 13 Polegadas, Prata;R$ 7.019,10
Notebook Ultra Windows 10 Home Tela 14 Polegadas Core I3 Memória 4GB 120GB SSD Prata - UB420;R$ 2.138,07
Fonte Carregador P/ Ultrabook Acer Aspire S5 19v 3.42a 688;R$ 78,90
Notebook VAIO FE14 Intel Core i7-1195G7, 16GB RAM, SSD 512GB, 14 Full HD, Linux, Cinza - VJFE45F11X-B0721H;R$ 4.699,99
"Notebook Acer Aspire 5, Amd Ryzen 3, Windows 11 Home, 8GB, 256GB SSD, 15.6"" Full Hd - A515-45-r6kh";R$ 3.299,00
Notebook Lenovo 100E Celeron, 4GB, 64GB SSD, Windows 10 PRO, 11.6 Polegadas, Antirreflexo, Preto - 81M8S01500;R$ 3.489,99
Notebook Samsung Galaxy Book S, Intel Core i5-L16G7, 8GB RAM, SSD 256GB, 13.3 Full HD, Windows 11 - NP767XCM-K03BR;R$ 6.129,99
Fonte Best Battery Para Notebook Lenovo, 20V, 325A, 65W, USB, Pino Retangular - Bb20-le20-a;R$ 78,40
Fonte Carregador, Para Lenovo Ideapad, 110-14ibr, 310, 320, 20v, Ponta Fina;R$ 116,00
Case Neoprene Para Notebook, Ate 15.6 Pol. Multilaser Bo400, Cor: Preto E Cinza;R$ 64,95
Notebook Ultra Ub532 - Tela 14, Intel I5, Ram 8GB, Ssd 240GB, Windows 10 - Prata;R$ 3.192,00
"Notebook Samsung Galaxy Book2 Intel Core I5-1235u, Windows 11 Home, 8GB, 512GB SSD, 15.6"" Full HD LED - Grafite";R$ 4.299,00
Fonte Para Notebook  Thinkpad T440, Edge E531, Yoga 2, 20V, 90W, Preto - BB20-LE20-B;R$ 90,83
Fonte Carregador Para Note Hp 245 G6 19.5v 3.33a 65w 761, Voltagem De Entrada;R$ 102,00
Notebook Gamer Gigabyte Aero Intel Core i7-12700H, 16GB RAM, GeForce RTX 3070 Ti, 2TB SSD, 17.3 4K, Windows 11, Prata - AERO17XE5-73BR738HP;R$ 17.999,99
Notebook Gamer Gigabyte Aorus 17 YE5 Intel Core i7-12700H, 16GB RAM, RTX 3080Ti, 1TB SSD, 17.3, Win 11 Home, Cinza - AORUS 17 YE5-74BR544SH;R$ 17.999,99
Notebook Gigabyte Aorus 17x, Intel 13a Geração I9-13950hx, RAM 64GB, SSD 4TB Nvme, Tela 17 Polegadas QHD, RTX 4090, Windows 11 Pro, Silver;R$ 49.894,74
"Notebook Compaq Presario 420 Intel Pentium-n3700, 4Gb RAM, 120GB SSD, Windows 10, 14.1"" - Cinza";R$ 2.371,49
Notebook VAIO FE15 Intel Core i7-1255U, 8GB RAM, SSD 256GB, 15.6 Full HD, Linux, Cinza - VJFE54F11X-B0811H;R$ 3.499,99
Notebook Asus Vivobook 15 Intel Core i3-1115G4, 4GB RAM, SSD 256GB, 15.6 Full HD, Windows 11 Home, Prata Metálico - X1500EA-EJ3665W;R$ 2.499,99
Fonte Carregador Para Hp Probook 440-g5 19,5v 3.33a 65w 761 - 110v/220v (bivolt);R$ 102,00
Notebook Gamer Acer Nitro 5 AMD Ryzen 7-4800H, GeForce GTX 1650, 8GB RAM, SSD 512GB, 15.6' Full HD IPS 144Hz, Win11 - AN515-44-R4KA;R$ 6.399,99
Notebook Asus X513EA EJ3010, Intel Core I7, 8GB, SSD 256GB, Tela 15.6 Polegadas, Endless OS;R$ 5.879,99
Notebook Asus Vivobook 15 AMD Ryzen 5-4600H, 8GB RAM, SSD 256GB, 15.6 Full HD, Intel Graphics Iris Xe, Windows 11 Home, Prata Metálico - M1502IA-EJ251W;R$ 3.699,99
Notebook Vaio fe15 AMD Ryzen 5-5500U, 8GB RAM, SSD 256GB, 15.6 Polegadas Full HD, Windows 11 Home, Prata Titânio;R$ 3.329,10
Notebook Samsung Book Intel Core I3-1115g4, Windows 11 Home, 4Gb, 1tb, 15.6 Full Hd Led Cinza Chumbo;R$ 3.999,99
Notebook Gamer Lenovo Ideapad, 3i I7-10750h, 8GB, GTX 1650 4GB, 512GB SSD,  15.6 Polegadas FHD Wva, Linux, Chameleon Blue - 82CGS00200.;R$ 5.499,00
Notebook Acer Aspire 3 Intel Core I3, 20GB, SSD 256GB, Tela 15.6, Windows 11, Cinza;R$ 2.696,07
Notebook Lenovo V14 Intel Core i5-1135g7, 8GB RAM, 256GB SSD, Tela 14 polegadas FHD, Windows 11 Home - 82nm0012br Preto;R$ 3.403,08
Fonte Carregador Compativel Com Monitor Lcd Lg 22ea53 19v 3.42a 644;R$ 75,05
Notebook Acer Aspire 5 A515-54-505q, Intel Core I5 10a Gen, 8GB RAM, 256 GB SSD, Tela 15.6 Full HD, Windows 11 Home, Preto;R$ 3.884,90
Notebook Vaio, Fe15 I3-1005g1, 8GB RAM, SSD 512GB, Tela 15 Led HD, Win10 - Vjfe53f11x-b2211h;R$ 2.699,10
Notebook Acer Amd Ryzen 7 5700u A515-45-r8w2, 8GB RAM, 512GB SSD, 15.6 Polegadas, W11, Prata;R$ 4.084,05
Notebook Asus M515DA AMD Ryzen 5 3500U, 8GB RAM, SSD 256GB, 15.6 LED,  Windows 11, Cinza - M515DA-BR1213W;R$ 2.890,71
USADO: Notebook Gamer Acer Nitro 5 An517-52-75wh, Intel Core I7-10750h, 8GB RAM, GTX 1650, SSD 512GB, Tela 17.3 Polegadas, Windows 10 - Ouro;R$ 5.499,00
"Notebook Samsung Galaxy Book Pro 360, Intel Evo Core I7, 16GB HD, 512GB SSD, 13.3"", Full HD, Intel Iris Xe, Windows 11 Home, Mystic Navy - np930qdb-ku1br";R$ 9.991,91
Fonte Fy Para Notebook Lenovo Thinkpad T440s, 20V, 3.25A, Bivolt - FY-254;R$ 74,90
Fonte Dell Inspiron 15 5000 Series 5565 5567 5568;R$ 74,90
Mesa Dobrável Pelegrin Pel-014b Portátil Em Metal Para Notebook;R$ 103,24
Fonte Carregador Para Notebook HP 250 G3 19,5v 3.33a 65w 761, Voltagem De Entrada;R$ 102,00
Fonte Carregador Para Dell Vostro 15-3000 19,5v 3.34a 823;R$ 98,89
"Notebook Positivo Motion Grey 14.1"", HD Celeron, N4020, 128GB, 4GB, Linux, Q464c";R$ 1.259,01
Fonte de alimentação 19.5v, 3.34a, 65w, Para Dell I15-7560-m30s 823;R$ 98,89
Notebook Dell Inspiron i15-3501 - i7 1165G7, 16GB, SSD 500GB, Intel Iris Xe, Tela 15.6, Windows 10;R$ 6.672,49
Fonte Knup 19.5V, Para Notebook Dell 4.62A - KP-514B;R$ 78,85
Notebook Multi Ultra Ub235 Intel Celeron N4020, RAM 4GB, 120GB, Intel Uhd Graphics 600 - Windows 11 Home;R$ 1.298,00
Notebook Acer Vero I5-1155G7, 8GB, SSD 512GB, Tela 15.6, Windows 11 Home, Sustentável PCR Reciclado - Av15-51-58zm;R$ 3.704,05
Notebook Acer 15.6 I5-10210u 4gb 256gb Ssd Linux;R$ 3.599,89
Fonte Carregador P/ Notebook Dell Vostro 3500  19.5v 4.62a 90w  7.4x5.0mm;R$ 149,99
Capa Para Notebook Dex De 13.3 Polegadas, Neoprene E Zíper;R$ 44,89
Fonte Acer Aspire 3, 19v, 3.42a, 479 Bivolt - A315-53-c5x2;R$ 78,99
Case Para Notebook Goldentec Travel GT, Até 15.6;R$ 135,75
Fonte Carregador Compativel Com Monitor Lg E2360v Séries 12v 3a 36w 760;R$ 89,90
Fonte Notebook Acer, 19v 3.42a, 65w, 5.5mm 1.7mm - BB20-AC19-B21;R$ 71,98
Notebook Compaq Presario 420, Intel Pentium N3700, Windows 10, Home 4GB, 120GB SSD, 14'' - Cinza;R$ 1.254,72
"Notebook Intel Atom Quad Core 4GB Ram 128GB Emmc Positivo Motion Q4128c-s 14"" Windows 10 Home Cinza";R$ 1.394,07
Fonte Carregador Fy Para Notebook Lenovo Ideapad 110-17ikb 80vk;R$ 106,90
Fonte Carregador HP Notebook Pavilion Dv4 Dv5 Dv6 G4 E G42;R$ 103,40
Base Para Notebook C3Tech 15,6 Nbc-200si;R$ 71,19
Notebook Lenovo V14, I3-1115G4, 8GB RAM, SSD 256GB, Tela 14 HD, Windows 11 PRO, Preto - 82NM000YBR;R$ 3.599,00
Notebook Lenovo V15, Intel Core I3, RAM 4GB, 500GB, 15.6pol. Antirreflexo, Intel UHD Graphics, Windows 10 Pro, Cinza - 82nq0000br;R$ 3.599,56
Fonte Carregador Para Lenovo Thinkpad 92p1111 20v 4.5a 558;R$ 99,50
Fonte Bestbattery 19V, Para Notebook Ultrabook Samsung  2.1A 40W, 3.0mm - 1.1mm - NP530;R$ 120,00
Fonte Nobreak Mcm 12.8v, 5a, Fon1378-rs, Garra Desktop Fic, Preto;R$ 94,22
Bateria Unipower, 12v, 12ah, Selada, F250, Up12120 Rt;R$ 291,46
Macbook Air 2022 M2 8GB RAM 256GB SSD Apple M2 10-core Gpu Cinza Espacial;R$ 8.739,99
Fonte Carregador 19V 3.42A 65W, Para Positivo Sim+ Unique, P8, Voltagem De Entrada - DA-65A19;R$ 76,77
Fonte Carregador Para Notebook Dell P29g 19.5v 3.34a 823, Voltagem De Entrada;R$ 98,89
Fonte Carregador Para Dell Latitude 3500 3400 15 14 P86f  823 - 110v/220v (bivolt);R$ 98,89
Notebook Ideapad Gaming 3i, I5-10300h, 8GB, 256GB SSD, GTX 1650 4GB, 15.6'' FHD Wva, Linux - 82cgs00100;R$ 4.961,11
USADO: Notebook Acer Aspire 5 A515-45-r760, AMD Ryzen 7-5700u, RAM 8GB, SSD 256GB, Tela 15.6Polegadas, Windows 11 Home, Prata - Ouro Recer;R$ 2.999,00
"Computador Completo Fácil AMD Ryzen 5 5600g, Vega 7 Graphics, 8GB DDR4, 3000mhz, SSD 960GB, Monitor 19"" LED, Teclado E Mouse";R$ 3.026,94
Fonte Carregador Para Notebook HP 250 G5 19.5v 3.33a 65w 761;R$ 102,00
Fonte Altomex Para Notebook Universal, 120W, 1.3A, 20V, Com 8 Plugs Diferentes;R$ 49,90
Notebook Dell Intel I5 1135G7, Memória RAM 32GB, SSD 1TB, Tela 15.6'' Full Hd,  Windows 11, Intel Iris Xe - I15-i1100;R$ 5.822,49
Notebook Lenovo Ideapad 1i, I7-1255u, 16GB, SSD 512GB, Intel Iris Xe, Tela 14 HD, W11 Home - 83af0002br Abyss Blue;R$ 4.599,08
Fonte Carregador Lenovo Notebook Ideapad 320 80yh001br Pino Fino;R$ 116,00
"Chromebook Lenovo 100e com Processador Intel Celeron N4020 2.8GHz, 4GB de Ram, SSD 32GB, Tela de 11.6"" LED HD, Sistema Operacional Chrome OS, Preto";R$ 1.626,57
Notebook Lenovo Ideapad 3i Ultrafino, Intel Core I3 10110u, 4GB DDR4, SSD 256GB, Tela 15.6, Linux, Prata - 82BSS00100;R$ 2.622,51
Notebook Acer,  A314-35-c7e8, Celeron 4GB, 128 W11h - Nx.awbal.008;R$ 2.079,00
Fonte De Alimentação Ubiquiti 15w Poe Original 48v U-poe-af-br;R$ 118,99
"Notebook Lenovo Ideapad 3i 15ITL, I3 1115G4, 4GB, 256GB, 15.6"", Windows 11 - 82md000abr";R$ 2.554,44
Fonte Para Notebook Dell 5558 | 19.5v 3.34a.;R$ 71,00
Fonte Para Notebook Dell 15 5566 | 19.5v 3.34a;R$ 69,90
Notebook Positivo Motion Q464c, Intel Atom  Quad-core, Windows 10 Home, 14.1'' - Dourado;R$ 1.259,10
Notebook Samsung Galaxy Book Go, Snapdragon 7C, 4GB, SSD UFS 128GB, Tela 14 Full HD LED, Windows 10 Home, Prata - Np340xla-k02br;R$ 4.289,99
Fonte Carregador Para Samsung Ultrabook Np350 19v 646, Preto, 110v/220v (bivolt);R$ 69,90
"Computador Completo Fácil AMD Ryzen 5 5600g, Vega 7 Graphics, 8GB DDR4, 3000mhz, SSD 240GB, Monitor 19"" LED, Teclado E Mouse";R$ 2.697,10
"Tela  16""  B160hw02 V.0  30 Pinos  Fhd Marca Fti";R$ 998,99
Fonte Carregador Para Hp Elitedesk 800 G3  65w 713 - Voltagem De Entrada;R$ 96,00
"Notebook Lenovo V15 I5-1135g7, 8GB, SSD 256GB, 15.6"" Full HD, W11 Pro 82me000ebr - Preto";R$ 4.001,08
Fonte Carregador Para Sony Vaio Fit 15s Vjf155f11x 712, Bivolt;R$ 78,90
Notebook Lenovo 2 Em 1 Ideapad Flex 5i, Intel Core I5 1235u, 8GB, SSD 256GB, Tela 14 Polegadas, Win 11 - 82ta0002br;R$ 4.344,08
Fonte Carregador Para Notebook Hp 15-da0012dx 19,5v 65w 761 - 110v/220v (bivolt);R$ 102,00
Notebook Acer Aspire 3 Intel Core i5 8GB;R$ 3.549,00
Capa Para Notebook 15.6 Polegadas;R$ 28,90
Macbook Pro Apple, Tela 14, Chip M2 Max, 32GB, 1TB, Cinza Espacial;R$ 27.074,99
Notebook Lenovo Thinkpad T14 G2 Intel Core I5-1145g7, 16GB DDR4-3200, 256GB SSD M.2 2280, Windows 11 Pro;R$ 6.910,07
Notebook Samsung Ci7, Intel Core I7 1165g7, 8GB, 256GB SSD, Tela 15.6 Full HD - Np550xda-xu1br;R$ 3.813,68
Notebook Lenovo Ultrafino Ideapad 1 R3-73200u, 8GB, 256GB SSD, Windows 11, Tela 15.6 - 82x50000br Cinza;R$ 2.599,00
Notebook Vaio Fe14 Intel Core I7-10510u, 16GB, SSD 512GB, Full HD, Windows 11 Home - Branco;R$ 4.859,10
Notebook Lenovo Ideapad 3i,Core I7 1165g7, 8GB, 256 GB, SSD Tela 15,6 Polegadas, Full HD Windows -1182MD0008BR;R$ 4.299,00
Suporte Para Notebook Stand Deepcool Prata, Se460 R-SE460-GYN0N6-G-1;R$ 192,00
Teclado P/  Notebook Dell Latitude E5420  Padrão Br;R$ 169,99
"Notebook Gamer Acer Nitro 5, Intel Core I5, 8GB, 1TB, SSD 128GB, Nvidia GTX1650, 15.6"" - AN515-54-58CL";R$ 4.928,07
Capa Para Notebook Eco 15.6 Polegadas Gray,Tecido 100% Resíduo De Garrafa Pet;R$ 33,75
Notebook Lenovo Ideapad 3I, Celeron N4020, 4GB RAM, SSD 128GB, 15.6 HD, Linux, Prata;R$ 1.845,90
Fonte Carregador P/ Notebook  Asus 19.5v 6.32a   Pa-1121-28;R$ 345,00
"Macbook Pro 14"", M1 Pro 10core, SSD 1TB, 16GB, Cinza Espacial (mkgq3)";R$ 16.529,99
Notebook Lenovo Ideapad 3i Intel Core i3 4GB;R$ 2.370,57
Teclado Notebook Acer Aspire 3 A515 A315-51 A315-51-30v4 Abnt2 Br - Kb-ac117;R$ 59,99
Notebook Gamer Acer Nitro 5 An515, Ryzen 7, 32GB, GTX 1650, SSD 1TB + HD 1TB, Tela 15.6 IPS Full HD, Windows 10;R$ 11.689,99
Notebook Acer Aspire 5 AMD Ryzen 7 8GB 256GB SSD;R$ 3.533,07
Notebook Asus Intel Celeron N4020 4GB DDR4 128GB SSD, Windows 11 Pro, 14 Polegadas - E410ma-bv1871x;R$ 1.748,61
Capa Crystal Hars Transparente Séries, Macbook Pro 13.3 Pol. A2251, A2289, A2338, Rosa;R$ 129,90
Fonte Carregador Dell Precision M4600 19,5v 9.23a 180w 821;R$ 327,26
Notebook Vaio Fe15 AMD Ryzen 7-5700U, 16GB RAM, SSD 512GB, 15.6 Full HD, Windows 11 Home, Prata Titânio;R$ 4.499,10
Capa Case Pasta Notebook Com Bolso 15,6 Rosa;R$ 29,90
Notebook Vaio Fe15, FHD I3-1215u, 4GB, SSD 512GB, Linux Debian 10, Tela 15.6 Polegadas, Cinza Escuro;R$ 2.399,90
Cabo Thunderbolt X HDMI Padrão, Cable, Para Pro Air;R$ 24,58
Fonte Intelbras EF 1203+, 38W, 12V;R$ 84,62
Notebook Avell A70 Hyb Bs I7-12700h, RAM 16GB, RTX 3050, 500GB, 15.6 polegadas - Windows 11 Home;R$ 9.686,00
"Notebook Asus Intel Celeron 15.6"", 128GB SSD, 4GB Mem, Windows 11 Pro";R$ 2.045,07
Capa para Macbook Air, Fibra De Carbono, 13.6 Polegadas, A2681 - Transparente;R$ 149,90
Capa Hars Fibra De Carbono Macbook Pro 14.2 Pol, A2779, Cor:preta;R$ 149,90
Notebook Ideapad Gaming 3i  I7-11370h, 16GB, RTX 3050 4GB, 512GB SSD, Tela 15.6 Full HD, Wva - W11pro 82mg000ebr;R$ 7.399,00
"Notebook Gamer Acer Nitro 5 Geforce Gtx 1650 15.6"" 144hz Intel Core I5 11400h 4.50ghz 11ª Geração 8gb 256gb SSD 1tb Hd Windows 11 An515-57-579b";R$ 4.599,00
Carregador Fy Para Lenovo Ideapad S145 81s90008br, 20v, 3.25a, 65w;R$ 69,90
Notebook Legacy, Book Multi, 14.1'' Polegadas, W11 Intel Celeron, SSD 64GB, 4GB - Preto Pc271;R$ 1.213,90
Case p/ Notebook 13.3´´ Reliza Slim 000377 Preto;R$ 43,38
Notebook Asus Vivobook 15 X1500ea-ej3669w, Intel Core I5 1135g7 2.4 Ghz, 8GB RAM, SSD 256GB W11 Home, Intel Iris Xe, Tela 15.60” FHD, Prata Metálico;R$ 2.835,57
Fonte Carregador Para Notebook Acer Aspire Pa-1650-86, 19v 3.42a 65w, Pino 5.5 X 1.7 Mm;R$ 58,90
Fonte Carregador Samsung Notebook R440 Rv410 Rv411 Rv415 Rv420 19v;R$ 85,40
Notebook Lenovo Ideapad 1i I5-1235u, 8GB RAM, SSD 256GB, Intel Iris® Xe, Windows 11, Tela  14 Polegadas, 83af0008br Abyss Blue;R$ 3.399,00
Notebook Gamer Acer Nitro 5 Geforce Gtx 1650 15.6 Polegadas, 144hz, Intel Core I5 11400h, 4.50ghz, 11ª Geração, 8GB, 512GB, SSD Windows 11 - AN515-57-59AT;R$ 5.199,00
Capa Special Séries Macbook Pro 13.3 Polegadas, A2338 -  Cinza;R$ 189,90
Notebook Samsung Book , I5, 8GB, 256GB SSD, Windows 10 Home, Cinza Chumbo, Np550xda-kf2br.;R$ 3.626,07
Caixa De Som Para Pc/notebook 6w Kp-ro800 - Knup;R$ 84,99
Notebook Acer Swift 3 Ultrafino, Intel Core i5-1135g7, 8GM RAM, SSD 512GB, Tela 14 Polegadas FullHD, Windows 11 -  SF314-511-58K4;R$ 4.999,00
Notebook Samsung Galaxy Book S, Intel I5-l16g7, 8GB RAM, SSD 256GB, UHD Graphics, Tela 13.3 Full HD LED, Windows 10 Home, Mercury Gray - Np767;R$ 6.943,17
Notebook Gamer Lenovo 3I, Intel I7 10750H, 32GB RAM, SSD 512GB, 15.6 Full HD, GeForce GTX 1650, Linux;R$ 8.848,49
Fonte Carregador Para Lenovo Ideapad 330 20v 2.25a 45w Le07, 110v/220v bivolt;R$ 115,80
Fonte Carregador Para Ibm Lenovo Ideapad B490 20v 4.5a 90w 558;R$ 99,50
Fonte Carregador Compativel Com Samsung / Lg 11t540 19v 2.1a 40w U340 646 - Fonte Compativel Com Samsung / Lg 11t540 19v 2.1a 40w U340 646;R$ 69,90
Teclado Notebook FTI para Lenovo Thinkpad T490, E480, BR, Sem Iluminação;R$ 309,99
Fonte Carregador P/ Acer Aspire F15 F5-573-51lj 19v 65w 479 - Voltagem De Entrada;R$ 78,99
Fonte Carregador LG All In One,  65W, 22V240, Bivolt Automático - LG24V36;R$ 75,05
Notebook Acer, Aspire 5, Intel Core I5 10210u 15.6 8GB, SSD 256GB, Win 10, Geforce MX250;R$ 4.699,99
Fonte Carregador P/ Dell Gaming G7 7588 19,5v 9.23a 180w 821;R$ 327,26
Notebook Lenovo Ultrafino Ideapad 3i, I5-10210u, 8 GB, 256 GB SSD, Windows 11, 15.6'', Prata - 82bs000gbr;R$ 3.599,00
"Notebook Lenovo Ideapad 3i I3-1115g4 4GB, 256GB SSD, Intel UHD, Graphics Linux, 15.6""";R$ 3.148,74
Fonte Compativel Com Monitor Tv Lg 24mn33n Série 19v 3,42a 65w Agulha 644 - Fonte Compativel Com Monitor Tv Lg 24mn33n Série 19v 3,42a 65w Agulha Mm 644;R$ 75,05
"Notebook Dell 15-3501, Tela 15.6"", Intel I7 1165g7, 32gb, Ssd 1tb, Intel Iris Xe Graphics, Windows";R$ 7.029,49
Notebook Ultra Win 10 Intel Pentium N3700 4GB RAM 120GB SSD 14.1Pol. Preto - UB326;R$ 1.348,90
